short_name,long_name,age,nationality_name,player_positions,club_name,league_name,league_level,value_eur,wage_eur,release_clause_eur,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,preferred_foot,weak_foot,skill_moves,attacking_finishing,attacking_short_passing,attacking_crossing,skill_dribbling,skill_ball_control,mentality_vision,mentality_composure,power_stamina,power_strength,movement_acceleration,movement_sprint_speed,movement_agility,defending_marking_awareness,defending_standing_tackle,mentality_positioning,work_rate,body_type
Gustavo,Gustavo Henrique da Silva Sousa,29,Brazil,ST,Jeonbuk Motors,K League 1,1.0,1600000.0,8000.0,2100000.0,70,70,1,75.0,70.0,49.0,64.0,24.0,80.0,Right,4,3,73,55,41,64,68,50,67.0,60,88,72,77,59,12,21,71,High/Low,Normal (185+)
Kang Sang Woo,강상우 姜祥佑,29,Korea Republic,"LM, RM, ST",Beijing Guoan,Super League,1.0,1600000.0,11000.0,2500000.0,70,70,1,82.0,63.0,68.0,68.0,63.0,64.0,Right,3,3,59,68,72,66,64,70,61.0,89,64,81,82,86,62,65,68,High/Medium,Lean (170-185)
N. Oroz,Nicolás Adrián Oroz,29,Argentina,"CM, RW",Racing Club,Liga Profesional,1.0,1600000.0,11000.0,2400000.0,70,70,1,73.0,63.0,72.0,75.0,59.0,64.0,Left,4,3,63,74,68,74,75,73,73.0,68,64,74,72,79,60,60,69,Medium/Medium,Stocky (170-185)
F. Tănase,Florin Lucian Tănase,28,Romania,"CF, ST, CAM",Al Okhdood,Pro League,1.0,1600000.0,14000.0,2600000.0,70,70,1,74.0,69.0,72.0,69.0,42.0,55.0,Right,3,3,70,72,70,69,68,74,74.0,78,43,76,73,79,32,39,72,Medium/Low,Lean (185+)
F. Diédhiou,Famara Diédhiou,30,Senegal,ST,Granada,La Liga,1.0,1600000.0,12000.0,3500000.0,70,70,1,61.0,69.0,48.0,67.0,31.0,73.0,Right,3,3,71,59,33,68,69,50,64.0,53,86,54,66,60,37,22,72,Medium/High,Normal (185+)
B. Zech,Benedikt Zech,32,Austria,CB,Pogoń Szczecin,Ekstraklasa,1.0,1000000.0,5000.0,1400000.0,70,70,1,81.0,29.0,55.0,57.0,71.0,73.0,Right,3,2,23,66,44,49,57,53,80.0,73,75,80,81,70,72,72,39,High/High,Normal (185+)
Eraso,Javier Eraso Goñi,33,Spain,"CM, CAM, CDM",Amorebieta,La Liga 2,2.0,975000.0,5000.0,1500000.0,70,70,1,56.0,67.0,67.0,66.0,57.0,75.0,Right,3,3,66,70,64,68,69,71,70.0,82,72,59,54,50,47,62,73,Medium/Medium,Lean (170-185)
H. Boumous,Hugo Adnan Boumous,27,Morocco,CAM,ATK Mohun Bagan,Super League,1.0,1700000.0,2000.0,2300000.0,70,70,1,79.0,64.0,68.0,74.0,40.0,69.0,Right,3,4,68,69,67,73,73,67,67.0,70,65,76,82,90,31,39,68,High/Low,Normal (170-185)
S. Al Amri,Saleh Mohammed Al Jamaan,29,Saudi Arabia,LM,Al Ittihad,Pro League,1.0,1600000.0,21000.0,2600000.0,70,70,1,80.0,64.0,65.0,70.0,27.0,68.0,Right,3,3,66,66,65,69,68,66,62.0,84,65,80,80,77,32,19,66,High/Medium,Lean (170-185)
A. Polo,Andy Jorman Polo Andrade,28,Peru,"RM, RWB",Universitario,Primera Division,1.0,1600000.0,750.0,3500000.0,70,70,1,89.0,57.0,62.0,72.0,59.0,63.0,Right,3,3,58,63,62,72,70,65,57.0,74,58,90,89,88,55,63,62,Medium/Medium,Lean (170-185)
R. Renner,René Renner,29,Austria,"LB, LM",LASK Linz,Bundesliga,1.0,1400000.0,12000.0,2100000.0,70,70,1,81.0,61.0,64.0,67.0,63.0,68.0,Left,3,3,62,66,67,67,65,64,67.0,88,56,81,81,76,62,64,60,Medium/Medium,Lean (170-185)
T. van Weert,Tom van Weert,33,Netherlands,ST,AEK Athens,Super League,1.0,1000000.0,800.0,2100000.0,70,70,1,69.0,71.0,57.0,68.0,28.0,74.0,Right,4,2,74,64,42,66,68,64,70.0,70,79,70,69,70,25,25,71,High/Medium,Normal (170-185)
S. Kingsley,Stephen Kingsley,28,Scotland,"CB, LWB, LB",Hearts,Premiership,1.0,1400000.0,5000.0,2500000.0,70,70,1,60.0,58.0,70.0,71.0,70.0,73.0,Left,2,2,57,70,70,72,70,68,68.0,75,73,58,61,67,70,73,61,High/Medium,Normal (170-185)
M. Ritter,Marlon Ritter,28,Germany,"CDM, CM",Kaiserslautern,2. Bundesliga,2.0,1400000.0,9000.0,2200000.0,70,70,1,75.0,67.0,69.0,74.0,65.0,67.0,Right,3,3,65,70,65,71,75,69,65.0,70,66,76,75,85,62,70,65,High/High,Normal (170-185)
L. Colitto,Lucas Andrés Colitto,29,Argentina,"LM, RM",Barracas Central,Liga Profesional,1.0,1600000.0,8000.0,2300000.0,70,70,1,74.0,62.0,67.0,72.0,57.0,61.0,Left,4,3,59,70,62,70,69,71,70.0,66,62,75,73,83,61,61,73,Medium/High,Lean (170-185)
A. Gruber,Andreas Gruber,28,Austria,"RM, ST, CF",Austria Wien,Bundesliga,1.0,1600000.0,10000.0,2300000.0,70,70,1,79.0,68.0,66.0,70.0,34.0,63.0,Left,3,3,67,66,65,68,67,68,71.0,67,58,80,78,80,23,41,70,High/Medium,Normal (170-185)
K. Hazard,Kylian Hazard,27,Belgium,"LW, RW, CAM",RWDM,Jupiler Pro League,1.0,1700000.0,12000.0,2500000.0,70,70,1,76.0,64.0,68.0,73.0,28.0,61.0,Right,4,4,66,68,71,73,69,69,75.0,52,69,81,72,90,17,34,64,High/Low,Normal (170-185)
J. Tverskov,Jeppe Theis Tverskov,30,Denmark,"CDM, CB, CM",Nordsjælland,Superliga,1.0,1300000.0,8000.0,1600000.0,70,70,1,45.0,44.0,56.0,61.0,71.0,75.0,Right,3,2,44,69,43,57,68,47,68.0,77,78,48,43,54,72,71,41,Medium/High,Normal (185+)
Jesús Imaz,Jesús Imaz Ballesté,32,Spain,"ST, CF, CAM",Jagiellonia Białystok,Ekstraklasa,1.0,1300000.0,7000.0,1800000.0,70,70,1,80.0,71.0,67.0,72.0,31.0,63.0,Right,4,4,73,71,62,71,71,67,61.0,81,63,81,80,84,31,24,69,High/Medium,Normal (170-185)
N. Zolotić,Nermin Zolotić,29,Bosnia and Herzegovina,CB,Casa Pia,Liga Portugal,1.0,1300000.0,5000.0,2700000.0,70,70,1,54.0,56.0,64.0,62.0,68.0,77.0,Right,3,2,55,73,50,62,66,58,62.0,72,83,55,54,56,63,75,46,Medium/Medium,Lean (185+)
B. Vécsei,Bálint Máté Vécsei,29,Hungary,CM,,,,,,,70,70,1,59.0,69.0,67.0,71.0,60.0,76.0,Left,3,2,64,73,51,71,72,72,68.0,64,87,58,59,72,68,58,63,High/Medium,Normal (185+)
W. Montoya,Walter Iván Alexis Montoya,29,Argentina,"CM, CDM, RM",Rosario Central,Liga Profesional,1.0,1600000.0,10000.0,2400000.0,70,70,1,76.0,63.0,69.0,71.0,60.0,72.0,Right,3,3,54,70,65,72,69,69,65.0,74,71,76,76,75,54,66,67,Medium/Medium,Normal (170-185)
L. Mancuso,Leonardo Mancuso,31,Italy,"ST, LW",Palermo,Serie B,2.0,1300000.0,26000.0,,70,70,1,75.0,69.0,61.0,73.0,34.0,68.0,Right,4,3,70,62,62,72,73,66,68.0,82,67,72,78,81,40,22,75,Medium/Low,Normal (170-185)
L. Passerini,Lucas Giuliano Passerini,28,Argentina,ST,Belgrano,Liga Profesional,1.0,1600000.0,9000.0,2400000.0,70,70,1,54.0,71.0,48.0,60.0,28.0,81.0,Right,3,2,73,58,32,59,70,48,67.0,58,92,55,53,36,20,27,73,Medium/Low,Normal (185+)
Miguel Cardoso,Miguel Filipe Nunes Cardoso,29,Portugal,"LM, ST, RM",Kayserispor,Super Lig,1.0,1600000.0,9000.0,3100000.0,70,70,1,74.0,67.0,65.0,72.0,39.0,60.0,Right,4,4,66,68,63,73,73,68,70.0,59,65,73,74,71,48,34,69,Medium/Medium,Normal (170-185)
H. Piedra,Hamilton Emanuel Piedra Ordóñez,30,Ecuador,GK,Deportivo Cuenca,Liga Pro,1.0,1100000.0,500.0,2400000.0,70,70,1,,,,,,,Right,3,1,14,31,15,17,24,12,34.0,42,55,42,41,62,10,20,20,Medium/Medium,Lean (170-185)
L. León,Luis Fernando León Bermeo,30,Ecuador,CB,Emelec,Liga Pro,1.0,1300000.0,500.0,2900000.0,70,70,1,55.0,39.0,49.0,48.0,70.0,72.0,Right,3,2,30,68,28,33,68,30,55.0,69,72,54,55,46,67,74,23,Medium/Medium,Lean (170-185)
F. Sambueza,Fabián Héctor Sambueza,34,Argentina,"RM, CAM, LM",Santa Fe,Liga BetPlay,1.0,750000.0,2000.0,1000000.0,70,70,1,73.0,64.0,73.0,70.0,37.0,48.0,Right,4,3,69,75,74,68,70,72,69.0,59,40,74,72,74,38,34,66,Medium/Medium,Normal (170-)
K. Mets,Karol Mets,30,Estonia,CB,St. Pauli,2. Bundesliga,2.0,1300000.0,10000.0,2100000.0,70,70,1,67.0,51.0,58.0,60.0,69.0,80.0,Left,3,2,50,62,55,56,65,55,61.0,74,84,55,77,59,68,73,50,Medium/High,Normal (185+)
L. Gamba,Lucas Emanuel Gamba,36,Argentina,"ST, LM, LW",Central Cordoba SdE,Liga Profesional,1.0,550000.0,7000.0,825000.0,70,70,1,84.0,70.0,67.0,72.0,28.0,62.0,Right,3,3,69,68,64,68,70,70,74.0,66,72,87,82,91,28,23,71,High/Medium,Normal (170-)
J. Laso,Joaquín Marcelo Laso,32,Argentina,"CB, RB",Independiente,Liga Profesional,1.0,1000000.0,8000.0,1500000.0,70,70,1,61.0,41.0,52.0,57.0,68.0,78.0,Right,3,2,37,64,42,54,59,40,68.0,68,81,54,66,53,65,66,38,Medium/Medium,Normal (185+)
M. Polster,Matthew Ryan Polster,30,United States,"CDM, CM, RB",New England,Major League Soccer,1.0,1300000.0,5000.0,2000000.0,70,70,1,46.0,46.0,66.0,64.0,65.0,79.0,Right,3,2,46,74,58,67,65,62,65.0,88,78,39,52,53,65,65,49,Medium/Medium,Normal (170-185)
D. Melnjak,Dario Melnjak,30,Croatia,"LB, LWB, CB",Hajduk Split,1. HNL,1.0,1400000.0,600.0,3100000.0,70,70,1,69.0,66.0,63.0,68.0,66.0,66.0,Left,3,2,67,67,69,68,69,61,71.0,74,61,68,69,67,64,70,77,High/Medium,Normal (170-185)
M. Dugandžić,Marko Dugandžić,29,Croatia,ST,Al Tai,Pro League,1.0,1600000.0,14000.0,2600000.0,70,70,1,63.0,68.0,44.0,64.0,36.0,76.0,Left,2,2,72,60,27,61,65,48,67.0,73,85,66,61,65,27,30,75,Medium/Low,Normal (185+)
S. Ichazo,Salvador Ichazo Fernández,31,Uruguay,GK,Nacional,Primera Division,1.0,850000.0,500.0,1900000.0,70,70,1,,,,,,,Left,2,1,17,31,18,12,18,21,55.0,31,65,45,45,55,10,16,12,Medium/Medium,Normal (185+)
Lee Yeong Jae,이영재 李荣载,28,Korea Republic,"CM, CDM, CAM",Suwon,K League 1,1.0,1600000.0,5000.0,2000000.0,70,70,1,76.0,60.0,68.0,72.0,54.0,61.0,Left,4,4,58,73,53,72,70,73,61.0,85,46,72,79,85,54,55,68,High/High,Normal (170-185)
L. Jackson,Lachlan Robert Tua Jackson,28,Australia,"CB, LB",Suwon,K League 1,1.0,1400000.0,5000.0,1800000.0,70,70,1,50.0,26.0,43.0,46.0,70.0,79.0,Left,3,2,21,56,37,40,57,28,55.0,65,91,43,55,36,70,72,37,Low/High,Normal (185+)
Kim Jin Hyuk,김진혁 金镇夏,30,Korea Republic,"CB, LW, ST",Daegu,K League 1,1.0,1300000.0,5000.0,1600000.0,70,70,1,58.0,58.0,55.0,61.0,69.0,75.0,Right,3,2,55,64,44,60,66,56,64.0,60,83,55,60,57,73,66,62,Medium/Medium,Normal (185+)
G. Holtmann,Gerrit Holtmann,28,Philippines,"LM, RM",Antalyaspor,Super Lig,1.0,1600000.0,14000.0,,70,70,1,88.0,64.0,63.0,68.0,56.0,61.0,Left,2,3,61,63,65,66,66,67,60.0,72,65,89,88,79,58,57,69,Medium/Low,Unique
F. Fernández,Fernando Fabián Fernández Acosta,31,Paraguay,"ST, CF",Cerro Porteño,Primera División,1.0,1300000.0,700.0,2800000.0,70,70,1,68.0,70.0,55.0,67.0,29.0,65.0,Right,3,3,75,62,52,65,69,43,66.0,52,81,67,68,69,37,19,70,Medium/Low,Stocky (170-185)
M. Pittón,Mauro Rodolfo Pittón,28,Argentina,"CM, RM, CDM",Central Cordoba SdE,Liga Profesional,1.0,1600000.0,9000.0,,70,70,1,76.0,55.0,67.0,70.0,67.0,69.0,Right,3,3,54,73,59,69,70,68,61.0,84,59,75,76,77,67,71,67,Medium/Medium,Normal (170-185)
Y. Rahmani,Yanis Rahmani Cordeiro,28,France,"LM, RM",SD Eibar,La Liga 2,2.0,1600000.0,7000.0,2600000.0,70,70,1,81.0,69.0,63.0,75.0,31.0,59.0,Left,3,3,69,65,64,75,73,59,65.0,58,61,83,79,85,27,31,67,High/Low,Lean (170-185)
Victor Braga,Victor Hugo Silva Braga,31,Brazil,GK,Al Tai,Pro League,1.0,850000.0,9000.0,1400000.0,70,70,1,,,,,,,Right,3,1,12,29,13,18,19,40,35.0,36,75,47,46,30,10,13,14,Medium/Medium,Normal (185+)
Óscar Pinchi,Óscar Francisco García Quintela,27,Spain,"LM, ST, RM",Rizespor,Super Lig,1.0,1700000.0,9000.0,3300000.0,70,70,1,75.0,70.0,62.0,74.0,43.0,56.0,Right,4,4,73,64,66,74,73,60,63.0,55,62,73,76,75,44,39,70,Medium/Medium,Normal (170-185)
A. Bukia,André Watshini Bukia,28,Congo DR,"RM, LM",Arouca,Liga Portugal,1.0,1600000.0,5000.0,3400000.0,70,70,1,85.0,65.0,57.0,75.0,36.0,56.0,Left,2,3,67,65,54,78,70,54,59.0,80,45,83,87,81,50,33,64,Medium/Medium,Normal (170-185)
Lucas Ahijado,Lucas Ahijado Quintana,28,Spain,"RB, LB",Real Oviedo,La Liga 2,2.0,1400000.0,6000.0,2200000.0,70,70,1,78.0,59.0,65.0,68.0,65.0,67.0,Right,3,3,53,66,68,67,68,65,57.0,84,64,76,80,80,64,68,64,Medium/Medium,Normal (170-185)
M. Fernández,Matías Ignacio Fernández Cordero,27,Chile,"RWB, RM, RB",Independiente del Valle,Liga Pro,1.0,1500000.0,600.0,3300000.0,70,70,1,80.0,50.0,65.0,69.0,62.0,62.0,Right,3,3,51,70,68,70,68,65,54.0,70,59,80,80,72,64,64,66,High/Low,Lean (170-)
Vítor Angulho,Vítor Martín Angulho Fancini,27,Brazil,GK,Fortaleza,Serie A,1.0,1200000.0,6000.0,2300000.0,70,70,1,,,,,,,Right,2,1,8,20,11,9,17,62,56.0,33,59,33,42,39,27,8,13,Medium/Medium,Normal (170-185)
Carvamelinho,Samuel Thomas Carvalho Melo,27,Brazil,RB,Botafogo,Serie A,1.0,1500000.0,12000.0,2900000.0,70,70,1,68.0,55.0,69.0,58.0,67.0,64.0,Right,3,2,52,74,75,63,50,56,61.0,74,57,63,72,48,69,69,58,High/Medium,Normal (170-185)
Claytinho Branco,Daniel Clayton Branco Julião,27,Brazil,RB,Santos,Serie A,1.0,1500000.0,13000.0,2900000.0,70,70,1,64.0,52.0,63.0,58.0,72.0,65.0,Right,3,2,46,67,73,52,62,52,61.0,56,64,66,62,63,73,76,55,Medium/High,Lean (170-185)
Paolinho Leima,Paolo Marco Leima Donatelo,23,Brazil,"RWB, RB",Atlético Mineiro,Serie A,1.0,1700000.0,14000.0,3100000.0,70,70,1,75.0,50.0,65.0,69.0,63.0,72.0,Right,3,2,41,68,69,70,71,60,54.0,77,65,74,76,63,58,69,65,Medium/Medium,Normal (170-)
Marlinito Dias,Marlon Rômulo Dias Cavalcanti,27,Brazil,"CDM, CB",Fortaleza,Serie A,1.0,1500000.0,7000.0,2900000.0,70,70,1,56.0,44.0,64.0,57.0,66.0,73.0,Right,3,2,36,76,49,45,75,64,73.0,53,86,53,58,45,70,62,69,Medium/Medium,Normal (185+)
Heltinho Melo,Heltinho Melo Chaves,27,Brazil,"CAM, RB",Athletico Paranaense,Serie A,1.0,1700000.0,9000.0,3200000.0,70,70,1,78.0,54.0,71.0,74.0,48.0,55.0,Right,3,3,58,68,76,75,71,76,72.0,67,51,80,77,76,30,58,74,High/Low,Normal (170-185)
Eltildo Bessa,Elton Matheus Bessa Acuna,27,Brazil,"ST, CF, LW",Fortaleza,Serie A,1.0,1700000.0,9000.0,3200000.0,70,70,1,86.0,68.0,56.0,76.0,31.0,44.0,Left,3,3,71,61,40,73,75,65,79.0,70,30,85,87,87,30,25,77,High/Low,Lean (170-)
Arthur Silbeira,Douglas Arthur Silbeira Martins,27,Brazil,ST,Santos,Serie A,1.0,1700000.0,16000.0,3200000.0,70,70,1,64.0,73.0,59.0,68.0,29.0,59.0,Right,3,3,74,66,58,75,66,60,73.0,35,72,65,63,42,14,33,62,Medium/Medium,Normal (170-185)
Jonaldo Monteiro,Jonaldo Kauã Monteiro Moura,23,Brazil,"LB, LWB, LM",Fortaleza,Serie A,1.0,1700000.0,6000.0,3200000.0,70,70,1,74.0,51.0,66.0,61.0,64.0,72.0,Left,3,2,51,71,66,55,61,61,62.0,81,67,75,74,71,64,66,55,Medium/Medium,Lean (170-185)
Luildo Simões,Luan Vágner Simões Eustáquio,23,Brazil,CAM,Corinthians,Serie A,1.0,1800000.0,13000.0,3400000.0,70,70,1,71.0,70.0,69.0,69.0,46.0,61.0,Right,3,3,70,71,64,73,71,70,46.0,69,61,70,71,59,37,49,69,Medium/Medium,Normal (170-185)
Césario Limberg,Césario Marco Pesso Limberg,27,Brazil,CB,São Paulo,Serie A,1.0,1500000.0,18000.0,2900000.0,70,70,1,56.0,50.0,57.0,49.0,70.0,73.0,Left,3,2,52,65,57,44,55,44,60.0,58,88,55,56,46,70,75,31,Medium/Medium,Normal (185+)
Nuno Moldeiro,Nuno Jorgino Moldeiro Vaz,27,Brazil,LM,Corinthians,Serie A,1.0,1700000.0,15000.0,3200000.0,70,70,1,82.0,61.0,65.0,72.0,37.0,63.0,Left,3,3,62,67,71,73,70,64,56.0,71,65,81,82,80,43,31,61,Medium/Medium,Normal (170-185)
Natinho Mestres,Renato Peter Mestres Silveira,31,Brazil,RM,São Paulo,Serie A,1.0,1300000.0,19000.0,2500000.0,70,70,1,77.0,64.0,65.0,72.0,34.0,53.0,Right,3,3,68,71,69,73,73,58,51.0,72,49,78,77,78,36,31,55,Medium/Medium,Stocky (170-)
Ansel Barni,Anselmo Túlio Marques Barni,23,Brazil,"CDM, CM, RM",Fortaleza,Serie A,1.0,1600000.0,6000.0,3000000.0,70,70,1,63.0,54.0,65.0,62.0,70.0,72.0,Right,3,2,51,71,55,64,61,71,67.0,72,79,64,62,53,72,66,58,Medium/Medium,Normal (170-185)
Leôncio Lobeiro,Leôncio Roger Lobeiro Cunha,23,Brazil,"RW, RM",Flamengo,Serie A,1.0,1800000.0,18000.0,3200000.0,70,70,1,83.0,64.0,64.0,74.0,31.0,64.0,Right,3,3,64,69,66,76,72,69,65.0,68,65,85,81,78,37,29,57,Medium/Medium,Normal (170-185)
Tiago Pombeira,Tiago Nathan Pombeira Gesser,23,Brazil,CAM,Atlético Mineiro,Serie A,1.0,1800000.0,16000.0,3200000.0,70,70,1,74.0,64.0,68.0,73.0,32.0,47.0,Left,3,3,61,70,62,74,70,71,63.0,59,45,75,73,81,27,33,66,Medium/Medium,Lean (170-185)
Patricio Alagoano,Patric Bernard Alves Coelho,27,Brazil,"CAM, RM, RW",Fortaleza,Serie A,1.0,1700000.0,8000.0,3200000.0,70,70,1,79.0,59.0,70.0,72.0,32.0,63.0,Right,3,3,61,72,74,75,71,71,72.0,62,75,79,79,71,26,26,66,High/Medium,Stocky (170-185)
Saberto Botelho,Saberto Josué Botelho Rios,23,Brazil,CDM,Athletico Paranaense,Serie A,1.0,1600000.0,7000.0,3000000.0,70,70,1,65.0,51.0,54.0,58.0,72.0,78.0,Right,3,2,42,68,39,52,62,46,67.0,82,72,64,66,63,73,75,51,Medium/Medium,Normal (170-185)
S. Bakış,Sinan Bakış,29,Turkey,ST,Real Zaragoza,La Liga 2,2.0,1600000.0,7000.0,2600000.0,70,70,1,37.0,73.0,57.0,64.0,29.0,68.0,Right,3,2,75,72,35,67,69,57,64.0,48,81,39,36,39,20,27,75,Medium/Low,Normal (185+)
H. Wahl,Hauke Finn Wahl,29,Germany,CB,St. Pauli,2. Bundesliga,2.0,1300000.0,10000.0,2100000.0,70,70,1,51.0,32.0,55.0,63.0,70.0,74.0,Right,3,3,30,73,28,58,68,59,67.0,77,77,49,53,60,67,72,29,High/Medium,Normal (185+)
M. Pantović,Miloš Pantović,26,Serbia,"CAM, CM",AS Eupen,Jupiler Pro League,1.0,1700000.0,7000.0,2500000.0,70,70,1,71.0,69.0,68.0,73.0,40.0,63.0,Right,3,3,64,69,72,74,73,66,62.0,78,63,74,69,74,40,41,70,Medium/Medium,Lean (185+)
Waldo,Waldo Rubio Martín,27,Spain,"LM, RM",Tenerife,La Liga 2,2.0,1700000.0,6000.0,2700000.0,70,70,1,85.0,71.0,63.0,73.0,37.0,65.0,Right,4,4,66,64,69,73,70,59,70.0,66,65,87,84,85,36,30,65,High/Medium,Stocky (170-185)
A. Arslan,Ahmet Metin Arslan,29,Germany,"CM, CDM, CAM",Magdeburg,2. Bundesliga,2.0,1600000.0,8000.0,2500000.0,70,70,1,67.0,71.0,69.0,72.0,58.0,65.0,Right,4,3,75,73,60,70,73,69,68.0,69,60,72,63,76,59,60,69,Medium/Medium,Normal (170-185)
A. Soto,Alexis Nahuel Soto,29,Argentina,"LB, CB",Defensa y Justicia,Liga Profesional,1.0,1400000.0,9000.0,2100000.0,70,70,1,79.0,46.0,62.0,71.0,64.0,73.0,Left,2,3,43,66,68,72,70,57,58.0,81,69,76,81,76,63,67,49,Medium/Medium,Normal (170-185)
José Arnáiz,José Manuel Arnáiz Díaz,28,Spain,"LM, ST, RM",Osasuna,La Liga,1.0,1600000.0,15000.0,3400000.0,70,70,1,80.0,72.0,61.0,73.0,40.0,68.0,Right,4,4,70,62,61,73,71,60,65.0,79,68,85,76,83,56,27,66,High/Medium,Normal (170-185)
B. Blasi,Brian Rolando Blasi,27,Argentina,"RB, CB, RWB",Central Cordoba SdE,Liga Profesional,1.0,1500000.0,7000.0,2300000.0,70,70,1,68.0,41.0,58.0,60.0,69.0,79.0,Right,3,2,32,70,58,58,60,46,57.0,81,77,65,70,66,68,70,50,Medium/High,Normal (170-185)
J. Ríos,Juan David Ríos Henao,31,Colombia,"CDM, CM",Deportes Tolima,Liga BetPlay,1.0,1100000.0,1000.0,1500000.0,70,70,1,64.0,51.0,60.0,63.0,70.0,75.0,Right,3,2,57,67,59,58,63,58,66.0,76,75,66,62,72,72,72,59,Medium/High,Normal (170-185)
S. Al Ghannam,Sultan Abdullah Al-Ghannam,29,Saudi Arabia,RB,Al Nassr,Pro League,1.0,1400000.0,19000.0,2200000.0,70,70,1,80.0,59.0,68.0,71.0,63.0,68.0,Right,4,3,58,70,74,71,69,67,65.0,84,60,80,80,75,61,65,68,High/Medium,Lean (170-185)
K. Kozuka,小塚 和季,28,Japan,"CM, CAM",Suwon Bluewings,K League 1,1.0,1600000.0,3000.0,2000000.0,70,70,1,77.0,59.0,71.0,73.0,46.0,58.0,Right,4,3,59,74,64,72,71,74,68.0,77,54,73,81,81,35,53,72,Medium/High,Lean (170-185)
S. Juklerød,Simen Kristiansen Juklerød,29,Norway,"LWB, LB",Vålerenga,Eliteserien,1.0,1400000.0,3000.0,1800000.0,70,70,1,81.0,64.0,65.0,66.0,59.0,71.0,Left,3,3,61,66,67,65,67,66,67.0,80,72,75,86,72,58,64,66,High/Medium,Normal (185+)
Jon Bautista,Jon Bautista Orgilles,27,Spain,ST,SD Eibar,La Liga 2,2.0,1700000.0,7000.0,2700000.0,70,70,1,70.0,72.0,58.0,68.0,26.0,64.0,Right,3,3,71,67,47,68,70,52,69.0,72,68,70,70,65,25,22,70,Medium/Medium,Stocky (170-185)
N. Sarenren Bazee,Noah Joel Sarenren Bazee,26,Nigeria,RM,DSC Arminia Bielefeld,3. Liga,3.0,1700000.0,5000.0,2500000.0,70,70,1,81.0,61.0,64.0,73.0,29.0,48.0,Right,3,3,63,69,72,74,73,62,58.0,34,55,85,77,78,22,26,66,Medium/Medium,Lean (170-185)
Vitor Marlão,Vitor Marlon Bereitta Cortejo,27,Brazil,"LB, CB",Fortaleza,Serie A,1.0,1500000.0,7000.0,2900000.0,70,70,1,66.0,45.0,61.0,54.0,70.0,62.0,Left,3,2,51,72,75,49,53,43,70.0,59,68,61,70,66,76,67,38,Medium/Medium,Normal (170-185)
Jairo Farnias,Jairo Ralph Farnias Almeida,23,Brazil,GK,Internacional,Serie A,1.0,1400000.0,9000.0,2700000.0,70,70,1,,,,,,,Left,3,1,7,18,11,7,9,51,60.0,34,58,52,58,66,7,10,11,Medium/Medium,Normal (170-185)
R. Piris Da Motta,Robert Ayrton Piris Da Motta,28,Paraguay,"CDM, CB, CM",Cerro Porteño,Primera División,1.0,1400000.0,600.0,3000000.0,70,70,1,61.0,39.0,58.0,62.0,69.0,79.0,Right,2,3,36,70,43,63,63,57,58.0,79,80,64,58,57,69,70,47,Medium/High,Normal (170-185)
G. Hein,Gauthier Hein,26,France,"RM, CM, CAM",Auxerre,Ligue 2,2.0,1700000.0,5000.0,3000000.0,70,70,1,78.0,68.0,67.0,76.0,34.0,52.0,Left,3,4,67,70,63,76,73,62,59.0,57,46,79,77,90,32,35,62,High/Medium,Normal (170-)
J. Müller,Jannik Müller,29,Germany,CB,Darmstadt 98,Bundesliga,1.0,1300000.0,13000.0,2300000.0,70,70,1,60.0,36.0,49.0,52.0,70.0,71.0,Right,3,2,38,65,30,45,55,47,66.0,63,75,65,56,57,72,71,37,Medium/Medium,Normal (185+)
B. Dibassy,Bakaye Dibassy,33,Mali,"CB, LB",Minnesota United,Major League Soccer,1.0,750000.0,5000.0,1100000.0,70,70,1,65.0,54.0,60.0,65.0,70.0,78.0,Left,2,2,48,68,68,64,66,48,64.0,86,77,63,66,67,72,70,60,Medium/High,Normal (170-185)
L. Canotto,Luigi Canotto,29,Italy,"RW, ST, RM",Cosenza,Serie B,2.0,1600000.0,9000.0,,70,70,1,73.0,64.0,66.0,71.0,41.0,56.0,Right,5,3,70,71,68,72,69,64,65.0,61,49,73,73,74,41,42,72,High/Low,Lean (170-185)
M. Castagnetti,Michele Castagnetti,33,Italy,"CDM, CM",Cremonese,Serie B,2.0,800000.0,3000.0,1300000.0,70,70,1,54.0,70.0,66.0,67.0,68.0,73.0,Left,3,3,65,69,65,66,68,61,72.0,73,74,61,48,66,63,71,55,Medium/Medium,Normal (170-185)
C. Rodríguez,Carlos Emilio Rodríguez Rodríguez,33,Uruguay,CB,Barcelona Guayaquil,Liga Pro,1.0,750000.0,700.0,1700000.0,70,70,1,53.0,38.0,46.0,50.0,71.0,78.0,Right,2,2,34,60,36,42,59,39,67.0,70,84,52,54,52,73,71,37,High/Medium,Normal (170-185)
M. Bero,Matúš Bero,27,Slovakia,"CAM, CM",VfL Bochum 1848,Bundesliga,1.0,1700000.0,13000.0,3100000.0,70,70,1,68.0,71.0,69.0,71.0,67.0,83.0,Right,3,3,70,71,66,71,70,68,68.0,93,80,68,68,69,73,65,74,High/High,Normal (170-185)
N. Dovedan,Nikola Dovedan,28,Austria,"CF, ST, RM",Heidenheim,Bundesliga,1.0,1600000.0,18000.0,2900000.0,70,70,1,80.0,66.0,67.0,74.0,34.0,59.0,Right,4,3,69,70,61,73,71,69,71.0,76,51,82,79,87,35,32,69,High/Medium,Normal (170-185)
