short_name,club_name,nationality_name,position_group,age,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,value_eur,display_label
Luiz Henrique,Real Betis,Brazil,Midfielder,22,77,85,1,83.0,70.0,69.0,81.0,53.0,65.0,4,4,23500000.0,Luiz Henrique (Real Betis)
M. Retegui,Genoa,Italy,Forward,24,77,84,1,74.0,77.0,64.0,70.0,36.0,77.0,3,3,21500000.0,M. Retegui (Genoa)
M. Shaparenko,Dynamo Kyiv,Ukraine,Midfielder,24,77,84,1,77.0,72.0,77.0,78.0,65.0,69.0,3,3,21000000.0,M. Shaparenko (Dynamo Kyiv)
E. Le Fée,Rennes,France,Midfielder,23,77,84,2,60.0,56.0,78.0,79.0,62.0,50.0,3,4,21000000.0,E. Le Fée (Rennes)
F. Nmecha,Borussia Dortmund,Germany,Midfielder,22,77,84,1,82.0,68.0,72.0,79.0,70.0,74.0,3,4,21500000.0,F. Nmecha (Borussia Dortmund)
Samuel Lino,Atlético Madrid,Brazil,Midfielder,23,77,84,1,82.0,70.0,69.0,78.0,32.0,65.0,3,3,21000000.0,Samuel Lino (Atlético Madrid)
L. Badé,Sevilla,France,Defender,23,77,84,1,55.0,45.0,56.0,63.0,77.0,77.0,3,2,19500000.0,L. Badé (Sevilla)
A. Adli,Bayer 04 Leverkusen,France,Forward,23,77,84,1,81.0,75.0,69.0,82.0,41.0,68.0,3,4,21500000.0,A. Adli (Bayer 04 Leverkusen)
Vanderson,Monaco,Brazil,Defender,22,77,84,2,78.0,62.0,74.0,76.0,72.0,71.0,3,3,20500000.0,Vanderson (Monaco)
Y. Diouf,Stade de Reims,France,Goalkeeper,23,77,83,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,13500000.0,Y. Diouf (Stade de Reims)
M. Gibbs-White,Nottingham Forest,England,Midfielder,23,77,83,1,75.0,72.0,75.0,79.0,57.0,69.0,2,4,16500000.0,M. Gibbs-White (Nottingham Forest)
N. Domínguez,Nottingham Forest,Argentina,Midfielder,25,77,83,1,75.0,66.0,71.0,76.0,72.0,77.0,5,3,15000000.0,N. Domínguez (Nottingham Forest)
Miranda,Real Betis,Spain,Defender,23,77,83,1,79.0,62.0,72.0,75.0,73.0,66.0,3,3,15500000.0,Miranda (Real Betis)
C. Jones,Liverpool,England,Midfielder,22,77,83,1,68.0,68.0,73.0,79.0,68.0,72.0,4,4,17000000.0,C. Jones (Liverpool)
J. Lindstrøm,Napoli,Denmark,Midfielder,23,77,83,2,86.0,73.0,70.0,81.0,43.0,64.0,3,4,16500000.0,J. Lindstrøm (Napoli)
Bryan Gil,Tottenham Hotspur,Spain,Forward,22,77,83,1,75.0,67.0,74.0,81.0,31.0,41.0,3,3,17000000.0,Bryan Gil (Tottenham Hotspur)
Thierry Correia,Valencia,Portugal,Defender,24,77,83,1,90.0,49.0,68.0,75.0,72.0,70.0,4,3,15500000.0,Thierry Correia (Valencia)
Fábio Vieira,Arsenal,Portugal,Midfielder,23,77,83,1,74.0,71.0,77.0,77.0,40.0,53.0,3,3,16500000.0,Fábio Vieira (Arsenal)
T. Adarabioyo,Fulham,England,Defender,25,77,82,1,73.0,31.0,57.0,62.0,77.0,77.0,3,2,14000000.0,T. Adarabioyo (Fulham)
C. Montes,Almería,Mexico,Defender,26,77,82,1,59.0,46.0,63.0,66.0,78.0,80.0,3,2,14000000.0,C. Montes (Almería)
L. Nmecha,VfL Wolfsburg,Germany,Forward,24,77,82,2,78.0,77.0,66.0,77.0,40.0,78.0,4,3,16000000.0,L. Nmecha (VfL Wolfsburg)
T. Chalobah,Chelsea,England,Defender,23,77,82,1,64.0,47.0,65.0,68.0,78.0,77.0,3,3,14500000.0,T. Chalobah (Chelsea)
J. Kluivert,AFC Bournemouth,Netherlands,Midfielder,24,77,82,1,88.0,73.0,71.0,79.0,38.0,63.0,4,4,16000000.0,J. Kluivert (AFC Bournemouth)
S. Bueno,Wolverhampton Wanderers,Uruguay,Defender,24,77,82,1,50.0,31.0,55.0,56.0,78.0,78.0,3,2,14500000.0,S. Bueno (Wolverhampton Wanderers)
O. Skipp,Tottenham Hotspur,England,Midfielder,22,77,82,1,64.0,47.0,68.0,71.0,75.0,71.0,3,2,15000000.0,O. Skipp (Tottenham Hotspur)
S. Diop,Nice,France,Midfielder,23,77,82,2,70.0,71.0,75.0,81.0,54.0,53.0,3,4,16000000.0,S. Diop (Nice)
M. Solomon,Tottenham Hotspur,Israel,Forward,23,77,82,1,83.0,72.0,75.0,81.0,43.0,58.0,4,4,16000000.0,M. Solomon (Tottenham Hotspur)
Éderson,Atalanta,Brazil,Midfielder,23,77,82,1,70.0,66.0,73.0,78.0,71.0,73.0,3,3,16000000.0,Éderson (Atalanta)
L. Jović,Milan,Serbia,Forward,25,77,81,1,70.0,76.0,68.0,76.0,29.0,71.0,5,3,15000000.0,L. Jović (Milan)
Dodô,Fiorentina,Brazil,Defender,24,77,81,1,87.0,59.0,73.0,78.0,71.0,72.0,3,3,14000000.0,Dodô (Fiorentina)
Pedro Neto,Wolverhampton Wanderers,Portugal,Midfielder,23,77,81,1,84.0,74.0,70.0,79.0,31.0,59.0,4,4,15000000.0,Pedro Neto (Wolverhampton Wanderers)
Unai Núñez,Celta de Vigo,Spain,Defender,26,77,81,1,69.0,24.0,51.0,51.0,77.0,78.0,2,2,13000000.0,Unai Núñez (Celta de Vigo)
P. Gueye,Olympique de Marseille,Senegal,Midfielder,24,77,81,1,61.0,59.0,71.0,69.0,75.0,77.0,3,2,15000000.0,P. Gueye (Olympique de Marseille)
Luís Maximiano,Almería,Portugal,Goalkeeper,24,77,81,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,12000000.0,Luís Maximiano (Almería)
T. Moffi,Nice,Nigeria,Forward,24,77,81,2,91.0,77.0,54.0,72.0,25.0,77.0,3,2,15500000.0,T. Moffi (Nice)
A. Theate,Rennes,Belgium,Defender,23,77,81,1,71.0,40.0,55.0,59.0,78.0,80.0,3,2,13500000.0,A. Theate (Rennes)
L. Montipò,Hellas Verona,Italy,Goalkeeper,27,77,80,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,10500000.0,L. Montipò (Hellas Verona)
M. Valjent,Mallorca,Slovakia,Defender,27,77,80,2,63.0,36.0,59.0,65.0,77.0,83.0,2,2,12000000.0,M. Valjent (Mallorca)
D. van de Beek,Manchester United,Netherlands,Midfielder,26,77,80,3,65.0,77.0,74.0,76.0,70.0,70.0,3,3,13500000.0,D. van de Beek (Manchester United)
D. Calvert-Lewin,Everton,England,Forward,26,77,80,2,78.0,75.0,64.0,72.0,39.0,76.0,3,3,14000000.0,D. Calvert-Lewin (Everton)
S. Posch,Bologna,Austria,Defender,26,77,80,2,78.0,29.0,58.0,46.0,81.0,75.0,3,2,12500000.0,S. Posch (Bologna)
M. Schwäbe,FC Köln,Germany,Goalkeeper,28,77,80,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,9500000.0,M. Schwäbe (FC Köln)
L. Tousart,FC Union Berlin,France,Midfielder,26,77,80,2,62.0,56.0,65.0,69.0,77.0,84.0,3,2,12500000.0,L. Tousart (FC Union Berlin)
L. Martínez Quarta,Fiorentina,Argentina,Defender,27,77,80,2,63.0,56.0,69.0,70.0,76.0,79.0,3,3,12000000.0,L. Martínez Quarta (Fiorentina)
T. Awoniyi,Nottingham Forest,Nigeria,Forward,25,77,80,1,77.0,76.0,59.0,70.0,32.0,81.0,2,3,14000000.0,T. Awoniyi (Nottingham Forest)
U. Sadiq,Real Sociedad,Nigeria,Forward,26,77,80,2,83.0,76.0,60.0,72.0,30.0,76.0,3,3,14000000.0,U. Sadiq (Real Sociedad)
Rafa Mir,Sevilla,Spain,Forward,26,77,80,2,78.0,77.0,66.0,72.0,45.0,79.0,3,3,14000000.0,Rafa Mir (Sevilla)
K. Itakura,Borussia Mönchengladbach,Japan,Defender,26,77,80,2,73.0,45.0,59.0,70.0,79.0,77.0,4,3,12000000.0,K. Itakura (Borussia Mönchengladbach)
J. Ikoné,Fiorentina,France,Forward,25,77,80,3,89.0,67.0,72.0,83.0,35.0,61.0,3,4,14000000.0,J. Ikoné (Fiorentina)
T. Hübers,FC Köln,Germany,Defender,26,77,80,2,76.0,40.0,56.0,59.0,79.0,75.0,4,2,12000000.0,T. Hübers (FC Köln)
C. Kouamé,Fiorentina,Côte d'Ivoire,Forward,25,77,80,1,82.0,72.0,68.0,77.0,40.0,73.0,4,3,14000000.0,C. Kouamé (Fiorentina)
Melendo,Granada,Spain,Midfielder,25,77,80,1,80.0,68.0,78.0,78.0,60.0,60.0,2,4,14000000.0,Melendo (Granada)
R. Faivre,Lorient,France,Midfielder,24,77,80,2,72.0,73.0,76.0,79.0,62.0,67.0,3,4,14500000.0,R. Faivre (Lorient)
C. Lenglet,Aston Villa,France,Defender,28,77,79,2,66.0,45.0,69.0,64.0,77.0,75.0,4,2,10500000.0,C. Lenglet (Aston Villa)
Y. Mina,Fiorentina,Colombia,Defender,28,77,79,2,37.0,54.0,58.0,57.0,77.0,73.0,3,2,10500000.0,Y. Mina (Fiorentina)
N. Elvedi,Borussia Mönchengladbach,Switzerland,Defender,26,77,79,2,69.0,39.0,64.0,66.0,78.0,78.0,3,2,11500000.0,N. Elvedi (Borussia Mönchengladbach)
N. Amiri,Bayer 04 Leverkusen,Germany,Midfielder,26,77,79,2,67.0,72.0,77.0,81.0,55.0,68.0,3,4,13000000.0,N. Amiri (Bayer 04 Leverkusen)
M. Niakhaté,Nottingham Forest,Senegal,Defender,27,77,79,2,75.0,42.0,63.0,65.0,78.0,77.0,3,2,11000000.0,M. Niakhaté (Nottingham Forest)
J. Ryerson,Borussia Dortmund,Norway,Defender,25,77,79,2,74.0,60.0,68.0,75.0,73.0,80.0,4,2,12000000.0,J. Ryerson (Borussia Dortmund)
M. Turner,Nottingham Forest,United States,Goalkeeper,29,77,79,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,8500000.0,M. Turner (Nottingham Forest)
Domingos Duarte,Getafe,Portugal,Defender,28,77,79,1,47.0,35.0,58.0,52.0,78.0,78.0,3,2,10500000.0,Domingos Duarte (Getafe)
M. Munetsi,Stade de Reims,Zimbabwe,Midfielder,27,77,79,2,68.0,69.0,69.0,70.0,73.0,80.0,3,3,11500000.0,M. Munetsi (Stade de Reims)
S. Kalajdžić,Wolverhampton Wanderers,Austria,Forward,25,77,79,2,55.0,75.0,68.0,72.0,46.0,71.0,3,3,13500000.0,S. Kalajdžić (Wolverhampton Wanderers)
Andreas Pereira,Fulham,Brazil,Midfielder,27,77,78,1,76.0,75.0,78.0,78.0,66.0,69.0,4,4,12000000.0,Andreas Pereira (Fulham)
R. Loftus-Cheek,Milan,England,Midfielder,27,77,78,1,65.0,68.0,75.0,78.0,67.0,75.0,3,4,12000000.0,R. Loftus-Cheek (Milan)
A. Miranchuk,Atalanta,Russia,Forward,27,77,78,1,72.0,72.0,76.0,80.0,31.0,61.0,2,3,12500000.0,A. Miranchuk (Atalanta)
G. Maripán,Monaco,Chile,Defender,29,77,78,2,32.0,42.0,58.0,53.0,78.0,79.0,2,2,9500000.0,G. Maripán (Monaco)
P. Billing,AFC Bournemouth,Denmark,Midfielder,27,77,78,1,59.0,78.0,73.0,75.0,71.0,81.0,3,3,12000000.0,P. Billing (AFC Bournemouth)
L. Boyé,Granada,Argentina,Forward,27,77,78,1,69.0,76.0,64.0,79.0,49.0,81.0,2,4,12500000.0,L. Boyé (Granada)
T. Castagne,Fulham,Belgium,Defender,27,77,78,1,73.0,56.0,71.0,75.0,74.0,71.0,3,3,11000000.0,T. Castagne (Fulham)
Guruzeta,Athletic Club,Spain,Forward,26,77,78,1,72.0,76.0,68.0,76.0,42.0,74.0,4,3,12500000.0,Guruzeta (Athletic Club)
Ç. Söyüncü,Atlético Madrid,Turkey,Defender,27,77,78,1,69.0,46.0,59.0,64.0,76.0,78.0,4,2,10500000.0,Ç. Söyüncü (Atlético Madrid)
K. Tsimikas,Liverpool,Greece,Defender,27,77,78,1,80.0,56.0,72.0,75.0,72.0,75.0,3,3,11000000.0,K. Tsimikas (Liverpool)
Gabriel Strefezza,Lecce,Brazil,Forward,26,77,78,1,82.0,68.0,75.0,79.0,29.0,50.0,3,3,12500000.0,Gabriel Strefezza (Lecce)
S. Lukić,Fulham,Serbia,Midfielder,26,77,78,1,59.0,68.0,77.0,78.0,68.0,72.0,3,3,12500000.0,S. Lukić (Fulham)
M. Gómez,Cádiz,Uruguay,Forward,26,77,78,1,63.0,78.0,68.0,72.0,32.0,82.0,3,3,12500000.0,M. Gómez (Cádiz)
De Frutos,Rayo Vallecano,Spain,Midfielder,26,77,78,1,83.0,72.0,74.0,78.0,41.0,64.0,4,4,12500000.0,De Frutos (Rayo Vallecano)
Pepe Reina,Villarreal,Spain,Goalkeeper,40,77,77,3,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1200000.0,Pepe Reina (Villarreal)
J. Milner,Brighton & Hove Albion,England,Midfielder,37,77,77,2,53.0,70.0,79.0,76.0,76.0,75.0,4,3,3300000.0,J. Milner (Brighton & Hove Albion)
Raúl García,Athletic Club,Spain,Forward,36,77,77,2,33.0,80.0,81.0,75.0,59.0,83.0,3,3,3600000.0,Raúl García (Athletic Club)
Willian,Fulham,Brazil,Midfielder,34,77,77,3,72.0,77.0,77.0,81.0,49.0,55.0,4,4,4900000.0,Willian (Fulham)
C. Stuani,Girona,Uruguay,Forward,36,77,77,2,66.0,80.0,69.0,70.0,48.0,84.0,3,4,3600000.0,C. Stuani (Girona)
A. Budimir,Osasuna,Croatia,Forward,31,77,77,2,59.0,77.0,49.0,74.0,35.0,77.0,4,3,9000000.0,A. Budimir (Osasuna)
A. Cresswell,West Ham United,England,Defender,33,77,77,2,58.0,60.0,75.0,75.0,77.0,67.0,3,3,5500000.0,A. Cresswell (West Ham United)
Ł. Skorupski,Bologna,Poland,Goalkeeper,32,77,77,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5000000.0,Ł. Skorupski (Bologna)
D. Blind,Girona,Netherlands,Defender,33,77,77,3,35.0,62.0,80.0,78.0,81.0,66.0,3,3,5000000.0,D. Blind (Girona)
Jaume Costa,Mallorca,Spain,Defender,35,77,77,1,70.0,61.0,70.0,72.0,76.0,68.0,3,3,3200000.0,Jaume Costa (Mallorca)
C. Trimmel,FC Union Berlin,Austria,Defender,36,77,77,2,70.0,65.0,74.0,68.0,75.0,81.0,3,3,2300000.0,C. Trimmel (FC Union Berlin)
I. Gueye,Everton,Senegal,Midfielder,33,77,77,2,61.0,60.0,66.0,72.0,80.0,70.0,3,3,5000000.0,I. Gueye (Everton)
C. Dawson,Wolverhampton Wanderers,England,Defender,33,77,77,2,44.0,47.0,59.0,55.0,80.0,76.0,2,2,5000000.0,C. Dawson (Wolverhampton Wanderers)
D. Ings,West Ham United,England,Forward,30,77,77,1,70.0,80.0,69.0,75.0,45.0,68.0,3,3,10500000.0,D. Ings (West Ham United)
Y. Rakitskyi,Shakhtar Donetsk,Ukraine,Defender,33,77,77,2,64.0,67.0,76.0,69.0,77.0,80.0,3,3,5000000.0,Y. Rakitskyi (Shakhtar Donetsk)
M. Ducksch,Werder Bremen,Germany,Forward,29,77,77,1,69.0,78.0,76.0,73.0,34.0,70.0,3,3,10500000.0,M. Ducksch (Werder Bremen)
F. Lejeune,Rayo Vallecano,France,Defender,32,77,77,2,48.0,57.0,63.0,64.0,77.0,70.0,3,2,7000000.0,F. Lejeune (Rayo Vallecano)
N. Redmond,Burnley,England,Midfielder,29,77,77,2,84.0,75.0,70.0,81.0,30.0,60.0,3,4,10500000.0,N. Redmond (Burnley)
D. D'Ambrosio,Monza,Italy,Defender,34,77,77,2,65.0,56.0,67.0,71.0,78.0,75.0,3,3,3400000.0,D. D'Ambrosio (Monza)
M. Riemann,VfL Bochum 1848,Germany,Goalkeeper,34,77,77,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1800000.0,M. Riemann (VfL Bochum 1848)
J. Draxler,Paris Saint Germain,Germany,Forward,29,77,77,3,72.0,75.0,77.0,80.0,58.0,64.0,5,4,10500000.0,J. Draxler (Paris Saint Germain)
E. Dier,Tottenham Hotspur,England,Defender,29,77,77,2,51.0,63.0,68.0,63.0,76.0,81.0,2,2,9000000.0,E. Dier (Tottenham Hotspur)
G. Caprari,Monza,Italy,Forward,29,77,77,2,84.0,75.0,76.0,82.0,33.0,54.0,4,3,10500000.0,G. Caprari (Monza)
R. Knoche,FC Union Berlin,Germany,Defender,31,77,77,2,34.0,42.0,54.0,50.0,81.0,75.0,4,2,7000000.0,R. Knoche (FC Union Berlin)
I. Balliu,Rayo Vallecano,Albania,Defender,31,77,77,1,81.0,51.0,70.0,74.0,72.0,71.0,3,3,7500000.0,I. Balliu (Rayo Vallecano)
D. Suárez,Getafe,Uruguay,Defender,35,77,77,1,69.0,69.0,72.0,73.0,76.0,75.0,3,3,3200000.0,D. Suárez (Getafe)
C. Kramer,Borussia Mönchengladbach,Germany,Midfielder,32,77,77,2,48.0,52.0,71.0,72.0,75.0,75.0,3,3,7000000.0,C. Kramer (Borussia Mönchengladbach)
J. Blaswich,RB Leipzig,Germany,Goalkeeper,32,77,77,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5000000.0,J. Blaswich (RB Leipzig)
B. Davies,Tottenham Hotspur,Wales,Defender,30,77,77,2,64.0,58.0,72.0,72.0,78.0,72.0,3,3,8500000.0,B. Davies (Tottenham Hotspur)
J. Ferri,Montpellier,France,Midfielder,31,77,77,2,53.0,65.0,76.0,74.0,70.0,75.0,2,3,7500000.0,J. Ferri (Montpellier)
A. Plea,Borussia Mönchengladbach,France,Midfielder,30,77,77,2,70.0,76.0,79.0,78.0,39.0,73.0,3,4,10000000.0,A. Plea (Borussia Mönchengladbach)
Y. Abdelhamid,Stade de Reims,Morocco,Defender,35,77,77,2,32.0,33.0,57.0,60.0,78.0,80.0,3,2,2800000.0,Y. Abdelhamid (Stade de Reims)
Manu Trigueros,Villarreal,Spain,Midfielder,31,77,77,2,45.0,73.0,78.0,74.0,72.0,64.0,4,4,8500000.0,Manu Trigueros (Villarreal)
M. Weiser,Werder Bremen,Germany,Defender,29,77,77,2,82.0,63.0,74.0,80.0,69.0,68.0,4,4,9500000.0,M. Weiser (Werder Bremen)
L. Paredes,Roma,Argentina,Midfielder,29,77,77,3,62.0,64.0,81.0,79.0,71.0,75.0,4,4,10500000.0,L. Paredes (Roma)
M. Keane,Everton,England,Defender,30,77,77,2,52.0,49.0,63.0,61.0,79.0,77.0,3,2,8500000.0,M. Keane (Everton)
A. Doucouré,Everton,Mali,Midfielder,30,77,77,2,66.0,76.0,70.0,75.0,76.0,80.0,3,3,10000000.0,A. Doucouré (Everton)
Lucas Torró,Osasuna,Spain,Midfielder,28,77,77,1,46.0,63.0,69.0,68.0,75.0,75.0,3,2,9500000.0,Lucas Torró (Osasuna)
B. Djimsiti,Atalanta,Albania,Defender,30,77,77,1,69.0,39.0,59.0,48.0,78.0,80.0,3,2,8500000.0,B. Djimsiti (Atalanta)
A. Januzaj,Sevilla,Belgium,Forward,28,77,77,2,76.0,71.0,77.0,82.0,30.0,58.0,4,4,10500000.0,A. Januzaj (Sevilla)
Clinton Mata,Olympique Lyonnais,Angola,Defender,30,77,77,1,81.0,61.0,68.0,74.0,75.0,78.0,3,3,9000000.0,Clinton Mata (Olympique Lyonnais)
D. Machís,Cádiz,Venezuela,Midfielder,30,77,77,2,86.0,76.0,72.0,82.0,38.0,67.0,4,4,10000000.0,D. Machís (Cádiz)
C. Nørgaard,Brentford,Denmark,Midfielder,29,77,77,1,57.0,60.0,69.0,69.0,76.0,79.0,3,3,9000000.0,C. Nørgaard (Brentford)
Emerson,West Ham United,Italy,Defender,28,77,77,2,76.0,63.0,75.0,78.0,73.0,64.0,2,3,9500000.0,Emerson (West Ham United)
D. Cataldi,Lazio,Italy,Midfielder,28,77,77,2,72.0,71.0,77.0,78.0,73.0,73.0,4,3,9500000.0,D. Cataldi (Lazio)
André Gomes,Everton,Portugal,Midfielder,29,77,77,2,45.0,67.0,76.0,75.0,72.0,76.0,4,4,9000000.0,André Gomes (Everton)
D. Kohr,FSV Mainz 05,Germany,Midfielder,29,77,77,2,83.0,63.0,63.0,71.0,78.0,82.0,3,3,9000000.0,D. Kohr (FSV Mainz 05)
Y. Gerhardt,VfL Wolfsburg,Germany,Midfielder,29,77,77,2,67.0,70.0,74.0,75.0,71.0,76.0,3,3,10500000.0,Y. Gerhardt (VfL Wolfsburg)
Diego Llorente,Roma,Spain,Defender,29,77,77,2,66.0,40.0,63.0,68.0,76.0,77.0,3,2,9000000.0,Diego Llorente (Roma)
J. Lerma,Crystal Palace,Colombia,Midfielder,28,77,77,1,68.0,67.0,68.0,72.0,76.0,79.0,4,3,9500000.0,J. Lerma (Crystal Palace)
J. Mojica,Osasuna,Colombia,Defender,30,77,77,1,88.0,65.0,73.0,72.0,72.0,70.0,2,3,9000000.0,J. Mojica (Osasuna)
J. Correa,Olympique de Marseille,Argentina,Forward,28,77,77,1,68.0,73.0,74.0,83.0,40.0,65.0,4,4,11000000.0,J. Correa (Olympique de Marseille)
S. Guirassy,VfB Stuttgart,Guinea,Forward,27,77,77,2,65.0,77.0,66.0,76.0,38.0,77.0,3,3,11500000.0,S. Guirassy (VfB Stuttgart)
A. Petagna,Cagliari,Italy,Forward,28,77,77,2,58.0,76.0,68.0,75.0,34.0,79.0,3,3,11000000.0,A. Petagna (Cagliari)
Y. Sabaly,Real Betis,Senegal,Defender,30,77,77,2,78.0,54.0,65.0,74.0,74.0,71.0,3,3,9000000.0,Y. Sabaly (Real Betis)
M. Sportiello,Milan,Italy,Goalkeeper,31,77,77,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5500000.0,M. Sportiello (Milan)
I. Bebou,TSG Hoffenheim,Togo,Forward,29,77,77,2,87.0,75.0,68.0,79.0,34.0,64.0,3,4,10500000.0,I. Bebou (TSG Hoffenheim)
D. Djené,Getafe,Togo,Defender,31,77,77,2,68.0,38.0,61.0,62.0,78.0,77.0,4,2,7000000.0,D. Djené (Getafe)
G. Escalante,Cádiz,Argentina,Midfielder,30,77,77,1,60.0,73.0,74.0,74.0,75.0,74.0,3,3,10000000.0,G. Escalante (Cádiz)
B. Santamaria,Rennes,France,Midfielder,28,77,77,2,42.0,65.0,72.0,74.0,73.0,73.0,2,3,9500000.0,B. Santamaria (Rennes)
M. Vecino,Lazio,Uruguay,Midfielder,31,77,77,2,60.0,72.0,74.0,76.0,77.0,81.0,3,3,8500000.0,M. Vecino (Lazio)
Diego Rico,Getafe,Spain,Defender,30,77,77,1,73.0,55.0,73.0,71.0,76.0,74.0,2,2,9000000.0,Diego Rico (Getafe)
F. Cervi,Celta de Vigo,Argentina,Midfielder,29,77,77,1,88.0,67.0,72.0,80.0,55.0,53.0,3,4,10500000.0,F. Cervi (Celta de Vigo)
W. Weghorst,TSG Hoffenheim,Netherlands,Forward,30,77,77,2,56.0,76.0,61.0,68.0,58.0,88.0,3,2,10500000.0,W. Weghorst (TSG Hoffenheim)
J. Bamba,Celta de Vigo,France,Midfielder,27,77,77,2,83.0,73.0,73.0,79.0,39.0,67.0,4,4,11000000.0,J. Bamba (Celta de Vigo)
Pablo Fornals,West Ham United,Spain,Midfielder,27,77,77,2,64.0,71.0,78.0,77.0,69.0,71.0,3,4,11000000.0,Pablo Fornals (West Ham United)
F. Sotoca,Lens,France,Forward,32,77,77,1,73.0,75.0,74.0,73.0,50.0,81.0,3,3,8500000.0,F. Sotoca (Lens)
Leander Baia,Atlético Mineiro,Brazil,Defender,35,77,77,1,76.0,48.0,69.0,75.0,74.0,70.0,3,3,3200000.0,Leander Baia (Atlético Mineiro)
Enzo Chissano,Palmeiras,Brazil,Defender,31,77,77,1,79.0,62.0,71.0,70.0,74.0,69.0,3,2,7500000.0,Enzo Chissano (Palmeiras)
Claudio Coíntra,Palmeiras,Brazil,Midfielder,27,77,77,1,79.0,73.0,76.0,78.0,27.0,61.0,5,4,11000000.0,Claudio Coíntra (Palmeiras)
Wagner Laranjo,Palmeiras,Brazil,Midfielder,39,77,77,1,67.0,72.0,75.0,73.0,74.0,78.0,3,2,2100000.0,Wagner Laranjo (Palmeiras)
Andeson Trigo,Fluminense,Brazil,Defender,35,77,77,1,82.0,63.0,75.0,77.0,71.0,65.0,3,3,3200000.0,Andeson Trigo (Fluminense)
Jadsinho Mei,Flamengo,Brazil,Midfielder,27,77,77,1,58.0,61.0,65.0,58.0,72.0,80.0,3,2,10000000.0,Jadsinho Mei (Flamengo)
Rodrigo Vuarte,Atlético Mineiro,Brazil,Midfielder,31,77,77,1,65.0,65.0,70.0,63.0,76.0,77.0,3,2,7500000.0,Rodrigo Vuarte (Atlético Mineiro)
Victorio Jabim,Palmeiras,Brazil,Defender,27,77,77,1,79.0,54.0,71.0,73.0,75.0,64.0,3,3,10000000.0,Victorio Jabim (Palmeiras)
Murildo Kauê,Palmeiras,Brazil,Midfielder,23,77,77,1,81.0,63.0,72.0,75.0,37.0,70.0,3,3,12000000.0,Murildo Kauê (Palmeiras)
Sidney Pessinho,Internacional,Brazil,Midfielder,31,77,77,1,69.0,62.0,74.0,69.0,76.0,81.0,3,2,7500000.0,Sidney Pessinho (Internacional)
Y. Wissa,Brentford,Congo DR,Forward,26,77,77,1,85.0,77.0,69.0,78.0,29.0,70.0,3,3,11500000.0,Y. Wissa (Brentford)
J. Pavlenka,Werder Bremen,Czech Republic,Goalkeeper,31,77,77,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5500000.0,J. Pavlenka (Werder Bremen)
J. Juranović,FC Union Berlin,Croatia,Defender,27,77,77,1,85.0,64.0,75.0,74.0,70.0,70.0,4,2,10000000.0,J. Juranović (FC Union Berlin)
R. Højlund,Manchester United,Denmark,Forward,20,76,89,1,85.0,75.0,55.0,74.0,29.0,78.0,3,3,18000000.0,R. Højlund (Manchester United)
S. Ricci,Torino,Italy,Midfielder,21,76,86,1,74.0,55.0,71.0,75.0,72.0,70.0,3,3,16000000.0,S. Ricci (Torino)
W. Singo,Monaco,Côte d'Ivoire,Defender,22,76,85,1,80.0,57.0,67.0,73.0,72.0,75.0,2,2,16000000.0,W. Singo (Monaco)
M. Gusto,Chelsea,France,Defender,20,76,85,1,88.0,49.0,68.0,75.0,68.0,73.0,3,3,15500000.0,M. Gusto (Chelsea)
O. Solet,Salzburg,France,Defender,23,76,84,1,81.0,43.0,57.0,67.0,75.0,85.0,4,2,15500000.0,O. Solet (Salzburg)
M. Lacroix,VfL Wolfsburg,France,Defender,23,76,84,2,84.0,33.0,55.0,67.0,77.0,77.0,2,2,15500000.0,M. Lacroix (VfL Wolfsburg)
N. Seiwald,RB Leipzig,Austria,Midfielder,22,76,84,1,73.0,62.0,74.0,74.0,73.0,74.0,3,2,17000000.0,N. Seiwald (RB Leipzig)
B. Barcola,Paris Saint Germain,France,Forward,20,76,84,1,84.0,73.0,71.0,77.0,31.0,62.0,3,3,16500000.0,B. Barcola (Paris Saint Germain)
João Gomes,Wolverhampton Wanderers,Brazil,Midfielder,22,76,84,1,69.0,64.0,71.0,73.0,76.0,73.0,3,3,16000000.0,João Gomes (Wolverhampton Wanderers)
A. Gomes,Lille,England,Midfielder,22,76,83,1,76.0,70.0,74.0,79.0,71.0,68.0,4,4,15000000.0,A. Gomes (Lille)
M. Damsgaard,Brentford,Denmark,Midfielder,22,76,83,2,81.0,69.0,71.0,81.0,55.0,65.0,3,4,15000000.0,M. Damsgaard (Brentford)
N. Okafor,Milan,Switzerland,Forward,23,76,83,1,91.0,74.0,69.0,77.0,31.0,74.0,4,4,15000000.0,N. Okafor (Milan)
